
	Warning... 
	   Date Selected:                 20170101:2400
	   First Entry In Datebase:       20170423:2400
	   ...Resetting Date Selected To: 20170423:2400
williamsburg20
daily summary

date,atmp_max,atmp_min,pcpn,soil1_max,soil1_min,soil_50cm_max,soil_50cm_min,srad
02/24/2019,4.6,-8.2,14.22,0.4,0.0,0.5,0.4,4270.1
02/25/2019,-8.0,-12.8,0.00,0.9,0.1,0.5,0.4,7173.2
02/26/2019,-9.7,-13.7,0.00,0.1,0.1,0.5,0.4,10005.7
02/27/2019,-1.9,-16.7,1.27,0.1,0.1,0.5,0.5,9092.4
02/28/2019,-2.4,-23.7,0.00,0.1,0.1,0.5,0.5,14543.0
03/01/2019,2.0,-15.3,0.00,0.1,0.1,0.5,0.5,14840.1
03/02/2019,-4.5,-14.0,0.00,0.1,0.1,0.5,0.5,8428.1
03/03/2019,-8.6,-18.5,0.00,0.1,0.1,0.5,0.5,13363.4
03/04/2019,-10.5,-22.3,0.00,0.1,0.1,0.5,0.5,12030.6
03/05/2019,-8.2,-15.1,0.00,0.1,0.1,0.5,0.5,13439.3
03/06/2019,-6.5,-16.8,0.00,0.1,0.0,0.5,0.5,10862.1
03/07/2019,-5.5,-19.0,0.25,0.1,0.0,0.5,0.5,11860.0
03/08/2019,3.1,-19.9,0.51,0.1,0.0,0.5,0.5,16818.1
03/09/2019,3.7,-15.3,0.51,0.1,0.0,0.5,0.5,13432.3
03/10/2019,1.8,-1.5,3.56,0.1,0.0,0.5,0.5,4507.7
03/11/2019,0.1,-8.2,0.00,0.1,0.1,0.5,0.5,11903.0
03/12/2019,6.7,-8.4,0.00,0.1,0.1,0.5,0.5,18141.2
03/13/2019,5.6,1.4,7.37,0.1,0.1,0.5,0.5,3990.3
03/14/2019,11.7,3.0,7.62,0.1,0.1,0.6,0.5,7387.3
03/15/2019,3.5,-4.1,0.76,0.1,0.1,0.5,0.5,4938.1
03/16/2019,-2.3,-7.6,0.00,0.1,0.1,0.5,0.5,10007.5
03/17/2019,5.0,-9.7,0.25,0.1,0.1,0.5,0.5,15332.7
03/18/2019,6.1,-9.9,0.00,0.1,0.1,0.5,0.5,19591.7
03/19/2019,8.9,-3.1,0.00,0.1,0.1,0.5,0.5,18498.2
03/20/2019,9.4,0.7,1.02,0.1,0.1,0.6,0.5,7748.6
03/21/2019,4.9,0.1,0.25,0.1,0.1,0.6,0.5,6011.4
03/22/2019,1.8,-4.3,0.00,0.3,0.1,0.6,0.5,13470.8
03/23/2019,8.5,-8.3,0.00,0.1,0.1,0.6,0.6,20657.5
03/24/2019,6.8,-3.2,0.00,0.1,0.1,0.6,0.6,13103.8
03/25/2019,1.9,-9.0,0.00,0.1,0.1,0.6,0.6,21294.9
03/26/2019,7.5,-9.7,0.00,0.2,0.1,0.7,0.6,20796.2
03/27/2019,11.8,-1.7,0.00,0.6,0.1,0.7,0.7,12794.3
03/28/2019,9.8,-1.2,0.00,2.5,0.6,1.3,0.7,9138.6
03/29/2019,8.2,-3.6,0.00,3.9,0.9,1.8,1.3,18238.4
03/30/2019,3.7,-5.5,0.00,2.8,1.5,1.9,1.7,8618.9
03/31/2019,0.8,-5.8,0.00,1.7,0.9,1.8,1.5,16428.6
04/01/2019,6.3,-7.0,0.00,1.8,0.7,1.5,1.3,13947.9
04/02/2019,4.7,0.1,4.32,2.8,1.4,1.8,1.4,6961.4
04/03/2019,4.7,-2.6,1.52,3.2,1.5,2.0,1.7,15738.4
04/04/2019,7.1,-7.2,0.00,3.5,1.1,2.1,1.7,20299.5
04/05/2019,7.0,-0.8,2.29,3.5,1.8,2.3,2.0,5807.3
04/06/2019,12.4,1.1,1.02,5.0,2.7,3.0,2.3,6802.3
04/07/2019,20.9,4.1,5.08,7.5,4.4,4.2,3.0,10826.0
04/08/2019,17.1,5.1,1.52,8.9,6.3,5.3,4.2,16503.3
04/09/2019,8.4,-0.0,0.51,8.2,5.9,5.5,5.3,7699.2
04/10/2019,5.0,-0.5,0.00,6.5,4.6,5.4,4.9,16554.2
04/11/2019,1.9,-2.4,0.25,5.3,3.2,5.1,4.2,2440.4
04/12/2019,11.9,-0.0,10.67,4.9,3.1,4.2,3.8,10439.2
04/13/2019,5.1,1.2,0.00,4.3,3.4,4.1,3.8,6637.3
04/14/2019,3.0,-1.2,0.00,3.8,3.0,3.9,3.6,6492.4
04/15/2019,10.1,-2.3,2.29,5.9,2.9,4.0,3.4,24752.6
04/16/2019,11.4,1.5,0.00,6.0,4.1,4.3,4.0,8818.6
04/17/2019,14.8,-0.8,22.86,6.6,4.1,4.7,4.2,11913.4
04/18/2019,13.1,1.9,4.57,6.8,5.9,5.3,4.7,2570.0
04/19/2019,9.2,0.5,0.00,6.9,5.0,5.3,5.0,20407.6
04/20/2019,14.1,-3.6,0.00,8.3,3.9,5.6,4.8,26048.0
04/21/2019,24.6,2.5,0.00,10.0,6.1,6.5,5.6,20032.9
04/22/2019,27.4,5.9,0.25,11.4,7.6,7.5,6.5,20713.8
04/23/2019,10.5,1.0,13.97,10.5,7.7,7.7,7.3,8540.8
04/24/2019,18.2,-3.1,0.00,10.2,5.5,7.3,6.6,24467.7
04/25/2019,22.8,6.3,0.25,11.7,7.9,8.1,7.3,19689.0
04/26/2019,12.1,0.3,5.08,11.0,9.0,8.3,8.0,17802.5
04/27/2019,5.1,-1.2,0.00,9.1,6.8,8.3,7.5,15789.8
04/28/2019,10.5,-4.0,0.00,9.8,5.8,7.6,6.9,25557.4
04/29/2019,6.4,2.7,0.25,8.5,6.7,7.5,6.9,4697.6
04/30/2019,8.0,2.4,0.00,7.2,6.3,6.9,6.6,7365.4
05/01/2019,7.8,3.4,12.95,7.3,6.5,6.7,6.5,4666.4
05/02/2019,8.9,2.0,0.25,7.4,6.2,6.6,6.4,5364.3
05/03/2019,10.4,1.4,0.00,9.8,6.5,7.2,6.5,20688.5
05/04/2019,17.3,-1.6,0.00,11.2,6.6,7.8,7.0,26919.7
05/05/2019,23.2,3.2,0.00,12.6,7.9,8.6,7.7,26007.4
05/06/2019,9.0,3.2,1.78,11.4,9.1,8.8,8.4,10173.6
05/07/2019,9.7,0.1,0.00,11.4,7.9,8.7,8.1,25175.7
05/08/2019,15.1,-2.3,0.25,9.9,7.3,8.7,8.0,13623.1
05/09/2019,17.2,3.8,25.40,9.7,7.7,8.2,7.8,5510.9
05/10/2019,8.9,1.6,0.25,9.9,8.0,8.2,7.9,17421.5
05/11/2019,14.2,-1.4,0.00,10.1,7.0,8.2,7.7,15742.0
05/12/2019,13.6,3.5,0.00,10.6,8.1,8.4,8.0,15435.1
05/13/2019,16.1,4.1,0.00,12.4,8.8,9.1,8.3,25401.1
05/14/2019,21.5,0.0,0.00,13.4,8.5,9.6,8.7,27520.2
05/15/2019,18.4,6.3,0.25,14.3,10.5,10.3,9.5,24949.8
05/16/2019,23.9,3.6,0.25,12.9,10.3,10.4,9.9,10855.9
05/17/2019,10.8,1.6,0.00,13.0,10.6,10.4,10.1,22460.9
05/18/2019,15.4,-0.2,2.03,11.8,9.8,10.5,9.8,5987.6
05/19/2019,20.8,6.5,13.21,12.0,9.7,9.9,9.6,8751.6
05/20/2019,10.9,1.5,0.51,11.8,10.1,10.1,9.8,17439.5
05/21/2019,16.0,-0.4,0.00,13.0,8.6,10.2,9.5,25367.8
05/22/2019,20.2,7.9,3.05,12.7,10.6,10.4,10.1,15674.5
05/23/2019,20.4,9.4,0.00,14.8,12.4,11.5,10.4,22692.5
05/24/2019,18.6,6.6,0.00,13.8,12.2,11.6,11.3,13495.5
05/25/2019,27.3,9.9,13.46,16.4,13.1,12.4,11.5,20805.6
05/26/2019,20.4,7.4,0.00,16.2,13.2,12.9,12.3,25638.2
05/27/2019,20.2,4.9,14.48,15.0,12.7,12.9,12.4,11841.3
05/28/2019,16.2,8.5,17.27,14.0,12.2,12.6,12.1,16113.1
05/29/2019,21.8,7.4,0.00,16.3,12.3,12.9,12.1,26761.4
05/30/2019,22.4,6.3,0.00,16.4,13.8,13.4,12.8,22817.0
05/31/2019,25.9,3.4,0.00,16.0,12.6,13.4,12.8,18180.1
06/01/2019,16.4,5.0,0.51,15.1,13.5,13.3,13.0,12870.6
06/02/2019,13.3,2.9,0.00,15.1,12.1,13.1,12.5,28825.3
06/03/2019,16.4,0.3,0.00,15.3,11.4,12.9,12.3,27211.5
06/04/2019,25.2,9.6,0.00,16.7,13.0,13.3,12.6,23381.8
06/05/2019,20.0,10.5,3.81,16.1,14.9,13.7,13.3,12170.6
06/06/2019,21.4,6.1,0.00,17.1,13.4,13.9,13.3,28446.8
06/07/2019,24.3,5.9,0.00,17.5,13.5,14.1,13.5,28401.8
06/08/2019,28.8,8.6,0.00,18.2,14.5,14.6,13.9,27326.0
06/09/2019,23.6,11.2,14.73,17.4,15.4,14.7,14.4,9485.1
06/10/2019,18.4,7.9,11.18,16.5,15.4,14.7,14.5,13618.4
06/11/2019,23.6,6.4,0.00,17.6,13.8,14.7,14.1,27797.8
06/12/2019,18.8,10.4,11.94,16.7,15.4,14.7,14.5,8443.5
06/13/2019,16.1,7.3,6.86,15.6,14.0,14.6,14.1,14746.3
06/14/2019,20.3,6.9,8.38,14.3,13.0,14.1,13.6,9981.5
06/15/2019,17.2,7.9,13.72,14.9,13.8,13.7,13.5,15731.6
06/16/2019,19.5,5.0,0.00,14.6,12.6,13.7,13.2,15050.1
06/17/2019,20.9,5.2,0.00,16.3,12.6,13.8,13.1,28352.7
06/18/2019,24.6,7.5,0.00,16.6,13.8,14.1,13.6,18788.6
06/19/2019,18.6,11.6,0.00,16.6,14.9,14.4,14.1,19987.8
06/20/2019,22.0,8.6,0.00,16.8,14.8,14.6,14.3,20857.7
06/21/2019,21.6,6.2,0.00,17.4,13.9,14.7,14.2,28884.6
06/22/2019,24.8,5.2,0.00,17.9,14.2,14.9,14.4,29189.3
06/23/2019,27.6,9.6,0.00,18.5,15.2,15.3,14.7,25936.4
06/24/2019,23.7,15.9,7.37,17.9,16.8,15.7,15.3,7600.6
06/25/2019,27.6,15.4,3.30,20.2,16.6,16.3,15.6,26035.1
06/26/2019,27.9,14.8,0.00,20.5,17.5,16.8,16.2,26238.7
06/27/2019,31.5,16.7,0.00,21.2,17.7,17.2,16.6,27105.8
06/28/2019,27.0,14.7,7.11,20.2,18.8,17.3,17.1,12735.5
06/29/2019,28.6,12.6,0.00,21.3,17.7,17.6,17.0,27257.0
06/30/2019,28.0,10.7,0.00,20.4,17.6,17.7,17.2,24538.2
07/01/2019,28.5,14.1,0.00,20.7,18.1,17.7,17.3,16329.5
07/02/2019,24.9,15.6,4.06,20.2,19.2,17.8,17.7,7486.9
07/03/2019,28.6,15.2,0.25,22.0,18.6,18.2,17.6,26113.7
07/04/2019,31.9,14.3,0.00,22.1,18.7,18.5,17.9,22301.7
07/05/2019,30.4,18.8,0.00,22.4,20.1,18.9,18.4,21776.6
07/06/2019,23.5,14.9,0.00,21.6,19.5,18.9,18.5,11548.6
07/07/2019,27.1,10.9,0.00,21.0,17.9,18.5,17.9,23862.0
07/08/2019,25.9,9.0,0.00,20.1,17.7,18.3,17.8,21618.2
07/09/2019,30.9,8.9,0.00,20.9,17.1,18.0,17.5,25250.4
07/10/2019,34.0,17.4,7.62,22.7,18.9,18.5,17.9,24009.0
07/11/2019,21.0,14.4,0.00,22.1,19.0,18.7,18.3,9756.9
07/12/2019,28.7,8.7,0.00,21.5,17.1,18.3,17.6,26869.2
07/13/2019,26.2,12.9,0.00,22.3,19.2,18.6,18.1,25371.8
07/14/2019,27.5,8.0,0.00,21.9,17.8,18.6,18.0,27697.1
07/15/2019,31.0,12.3,14.48,21.4,18.3,18.5,18.0,13001.1
07/16/2019,31.7,18.6,0.00,23.9,20.2,19.4,18.3,25248.1
07/17/2019,28.0,17.9,0.00,23.9,20.9,19.8,19.2,25941.0
07/18/2019,31.1,19.6,0.00,22.8,21.0,19.9,19.6,13714.4
07/19/2019,33.0,22.3,1.52,24.9,21.6,20.4,19.8,22529.4
07/20/2019,25.4,17.9,6.35,24.0,21.6,20.6,20.2,2426.3
07/21/2019,25.3,13.2,0.00,22.9,19.8,20.2,19.6,26704.1
07/22/2019,24.0,14.5,0.00,22.2,19.4,19.9,19.3,26585.0
07/23/2019,22.8,9.3,0.00,21.1,18.4,19.6,18.9,20535.1
07/24/2019,26.9,8.3,0.00,20.8,17.6,19.1,18.5,20379.6
07/25/2019,31.7,12.1,0.00,22.3,18.4,19.0,18.5,24223.9
07/26/2019,30.5,18.5,0.00,22.7,19.9,19.4,18.9,20254.9
07/27/2019,28.8,18.8,5.33,22.6,20.5,19.6,19.3,17471.3
07/28/2019,32.8,15.3,0.00,23.6,20.2,19.9,19.4,24832.2
07/29/2019,26.6,18.6,2.03,22.8,21.4,19.9,19.8,12647.3
07/30/2019,21.1,9.7,0.00,21.7,20.2,19.9,19.5,18572.0
07/31/2019,24.3,5.4,0.00,21.1,17.3,19.5,18.6,26689.3
08/01/2019,28.1,7.5,0.00,21.4,17.5,19.0,18.4,25883.9
08/02/2019,30.6,9.0,0.00,22.0,18.1,18.8,18.4,24208.2
08/03/2019,30.7,14.4,0.00,23.0,19.5,19.2,18.8,24654.2
08/04/2019,28.7,11.4,0.00,23.1,20.1,19.5,19.1,25837.5
08/05/2019,32.7,9.7,5.08,23.2,19.2,19.5,19.1,20973.0
08/06/2019,26.6,14.0,0.51,22.9,20.5,19.6,19.3,21504.6
08/07/2019,31.5,11.2,0.00,22.9,19.0,19.6,19.1,21726.0
08/08/2019,25.7,14.8,2.29,23.0,20.6,19.7,19.4,23756.3
08/09/2019,25.7,13.7,0.00,22.3,19.3,19.7,19.2,24288.8
08/10/2019,27.5,9.1,0.00,22.2,18.6,19.5,19.0,24661.6
08/11/2019,30.8,9.9,0.25,22.2,18.6,19.3,18.9,18638.0
08/12/2019,29.8,14.1,0.00,23.0,20.0,19.4,19.1,22186.7
08/13/2019,25.0,11.5,0.00,22.3,19.6,19.5,19.1,12137.7
08/14/2019,25.8,13.7,0.00,21.9,19.4,19.2,18.9,18988.0
08/15/2019,23.1,12.3,0.00,21.4,19.5,19.2,18.9,10733.8
08/16/2019,27.7,9.2,2.29,20.9,17.9,18.9,18.4,15002.1
08/17/2019,28.6,15.9,0.25,22.1,19.2,18.9,18.6,20193.6
08/18/2019,28.2,13.1,2.03,21.4,19.1,19.0,18.7,14801.7
08/19/2019,29.1,11.1,0.00,21.5,18.7,18.9,18.6,23928.5
08/20/2019,32.5,9.3,0.00,21.5,17.9,18.9,18.4,20651.8
08/21/2019,25.6,13.6,0.00,21.0,19.4,18.8,18.6,13880.6
08/22/2019,21.1,7.4,0.00,20.6,18.1,18.8,18.4,22438.0
08/23/2019,22.7,6.1,0.00,19.8,17.4,18.6,18.1,20115.0
08/24/2019,25.3,5.8,0.00,20.0,16.7,18.2,17.7,23159.4
08/25/2019,27.1,10.6,0.00,20.7,17.3,18.0,17.7,20906.3
08/26/2019,25.6,13.3,0.51,20.2,18.3,18.1,17.9,9360.0
08/27/2019,27.1,15.5,0.25,20.7,18.9,18.2,18.0,17655.9
08/28/2019,21.0,12.7,0.00,20.2,18.1,18.2,17.9,8939.8
08/29/2019,24.4,11.4,0.51,19.3,17.2,17.9,17.6,14705.5
08/30/2019,24.1,8.4,0.00,19.7,17.2,17.8,17.5,22702.6
08/31/2019,23.6,4.5,0.00,19.1,16.3,17.7,17.2,13213.3
09/01/2019,27.7,7.6,0.00,19.3,16.3,17.3,17.0,19087.6
09/02/2019,20.8,9.0,0.00,18.9,17.8,17.3,17.2,8426.9
09/03/2019,25.8,8.7,13.21,18.6,16.5,17.2,16.9,7261.6
09/04/2019,19.8,5.9,0.00,18.6,16.9,17.1,16.9,19065.7
09/05/2019,24.9,2.5,0.00,18.0,14.2,17.1,16.4,18086.3
09/06/2019,18.5,13.6,0.00,17.5,16.5,16.7,16.5,4150.7
09/07/2019,22.3,10.5,0.00,17.7,15.7,16.6,16.3,12818.0
09/08/2019,19.6,8.0,0.00,17.0,15.3,16.5,16.1,12658.7
09/09/2019,24.3,5.6,0.00,17.8,14.4,16.2,15.8,18445.8
09/10/2019,28.7,14.2,0.00,19.2,16.6,16.5,16.1,9167.0
09/11/2019,21.4,14.6,0.25,19.0,18.0,17.0,16.5,5350.2
09/12/2019,19.0,12.2,0.25,18.0,16.8,17.0,16.7,7449.8
09/13/2019,27.3,14.0,11.43,18.4,16.5,16.9,16.5,9831.6
09/14/2019,22.9,10.5,0.00,18.4,16.4,16.9,16.6,19519.9
09/15/2019,22.4,12.9,20.57,18.1,16.4,16.9,16.6,7283.4
09/16/2019,24.6,14.4,0.00,18.5,17.5,17.1,16.8,11201.2
09/17/2019,27.5,10.2,0.00,19.1,16.9,17.3,16.9,15989.5
09/18/2019,29.5,14.0,0.00,19.6,17.1,17.5,17.1,17927.7
09/19/2019,30.4,13.5,0.00,19.8,17.6,17.8,17.4,14990.4
09/20/2019,28.3,13.4,0.00,20.1,18.3,18.1,17.7,16019.4
09/21/2019,31.7,13.0,0.00,20.4,17.8,18.2,17.7,12699.8
09/22/2019,21.7,16.4,42.67,20.0,19.6,18.6,18.2,1740.5
09/23/2019,19.2,12.7,1.27,19.6,18.4,18.7,18.2,7670.2
09/24/2019,26.1,9.3,0.00,19.0,16.9,18.3,17.6,16042.9
09/25/2019,25.5,15.2,1.27,19.3,17.9,17.9,17.7,12156.7
09/26/2019,18.7,8.8,1.78,18.5,16.7,17.9,17.4,15042.6
09/27/2019,18.4,12.0,4.06,16.7,16.1,17.4,16.7,2776.6
09/28/2019,15.5,5.2,0.00,16.4,15.4,16.7,16.4,11241.2
09/29/2019,15.8,5.0,1.02,15.4,14.1,16.4,15.6,4789.6
09/30/2019,26.4,12.1,0.00,17.2,14.9,15.8,15.4,9894.6
10/01/2019,25.4,11.7,8.38,17.8,16.9,16.5,15.8,2591.2
10/02/2019,12.7,8.3,3.56,16.9,15.0,16.6,15.9,4332.5
10/03/2019,15.9,8.3,6.10,15.1,14.3,15.9,15.3,5126.9
10/04/2019,13.5,4.0,0.00,14.8,13.5,15.3,14.8,12178.8
10/05/2019,13.3,1.0,3.05,13.5,11.9,14.8,14.0,6434.8
10/06/2019,19.3,9.9,0.25,14.6,13.1,14.1,13.9,13756.8
10/07/2019,18.0,4.3,0.00,14.3,13.1,14.2,13.9,15187.9
10/08/2019,20.2,3.6,0.00,13.9,12.0,14.0,13.5,14938.6
10/09/2019,21.5,6.2,0.00,14.2,12.2,13.7,13.3,14603.4
10/10/2019,22.1,5.2,0.00,14.2,12.4,13.7,13.4,13226.3
10/11/2019,19.6,4.8,12.95,14.6,13.7,13.9,13.6,3422.9
10/12/2019,9.9,3.0,3.05,13.9,11.7,13.9,13.1,9430.3
10/13/2019,4.6,2.1,8.64,11.7,10.4,13.1,12.2,3345.6
10/14/2019,11.2,1.2,0.00,10.8,9.8,12.2,11.6,11016.3
10/15/2019,8.9,-0.2,2.29,10.2,9.2,11.6,11.0,2604.9
10/16/2019,8.6,6.4,7.87,10.1,9.7,11.0,10.9,1687.6
10/17/2019,,,,,,,,
10/18/2019,13.7,-0.2,0.00,10.2,8.8,10.7,10.4,11446.5
10/19/2019,17.1,3.7,0.00,10.6,9.0,10.5,10.3,8872.6
10/20/2019,17.5,5.1,0.00,11.4,10.2,10.9,10.5,10074.9
10/21/2019,14.9,4.5,8.13,11.0,9.9,10.9,10.7,2140.2
10/22/2019,12.4,5.2,2.54,11.0,10.2,10.9,10.8,3371.8
10/23/2019,7.6,1.6,0.51,10.2,9.3,10.8,10.4,2320.6
10/24/2019,11.6,2.8,0.25,9.8,9.1,10.4,10.1,7825.0
10/25/2019,9.8,-2.9,0.00,9.5,8.4,10.2,9.9,6912.4
10/26/2019,11.1,-2.9,3.56,8.4,6.9,9.9,9.2,8063.8
10/27/2019,13.5,5.2,19.56,9.2,8.2,9.3,9.1,5700.9
10/28/2019,10.7,1.5,0.00,8.9,8.1,9.3,9.1,1979.2
10/29/2019,6.2,1.4,8.38,8.8,8.2,9.3,9.1,3070.9
10/30/2019,9.5,-1.0,4.32,8.2,7.2,9.1,8.7,5454.4
10/31/2019,2.8,-0.1,30.48,7.7,6.3,8.7,8.1,2090.6
11/01/2019,5.9,-0.3,0.00,6.7,5.9,8.1,7.7,6503.8
11/02/2019,6.1,-0.3,17.53,6.9,6.2,7.7,7.5,5480.9
11/03/2019,6.5,-0.5,0.76,6.5,5.9,7.6,7.3,4851.7
11/04/2019,7.9,1.2,7.62,6.8,6.1,7.4,7.2,3094.2
11/05/2019,2.7,-1.8,8.13,6.7,5.4,7.4,7.0,3546.1
11/06/2019,-0.5,-3.1,0.00,5.4,4.7,7.0,6.4,2635.9
11/07/2019,1.7,-4.0,0.51,4.7,4.0,6.4,5.9,6116.0
11/08/2019,0.4,-6.6,0.00,4.0,3.6,5.9,5.5,6762.2
11/09/2019,5.3,-3.7,2.03,3.7,3.4,5.5,5.2,4154.1
11/10/2019,3.4,-4.7,0.00,3.9,3.5,5.2,5.1,2106.1
11/11/2019,-3.5,-9.8,0.00,3.5,2.8,5.1,4.7,6222.2
11/12/2019,-4.9,-9.8,0.00,2.8,2.5,4.7,4.4,1400.8
11/13/2019,,,,,,,,
11/14/2019,-0.7,-6.7,0.00,2.6,2.4,4.1,3.9,1774.7
11/15/2019,4.0,-7.3,1.78,2.8,2.5,4.0,3.9,5784.3
11/16/2019,1.8,-12.1,0.00,2.7,2.4,4.0,3.7,8226.7
11/17/2019,2.2,-6.4,0.00,2.6,2.3,3.8,3.6,3724.7
11/18/2019,3.4,0.2,0.00,2.7,2.5,3.7,3.6,1626.4
11/19/2019,4.9,0.3,0.00,2.9,2.7,3.8,3.6,3457.0
11/20/2019,3.3,-3.3,0.00,2.9,2.7,3.8,3.7,1975.2
11/21/2019,7.6,0.0,12.70,4.0,2.9,4.1,3.7,1040.8
11/22/2019,0.3,-5.2,0.00,3.8,2.6,4.2,3.9,2589.0
11/23/2019,7.9,-4.9,0.00,2.9,2.0,3.9,3.6,8175.1
11/24/2019,9.0,-1.8,0.00,3.6,2.3,3.8,3.5,7844.6
11/25/2019,10.6,-1.0,0.76,4.3,3.0,4.1,3.7,5887.2
11/26/2019,7.0,-0.1,0.00,4.2,3.6,4.3,4.1,2250.1
11/27/2019,10.6,-0.5,19.05,5.0,4.0,4.7,4.3,2126.3
11/28/2019,2.1,-3.2,0.25,4.5,3.3,4.7,4.4,4338.7
11/29/2019,0.2,-3.6,0.00,3.3,2.8,4.4,4.0,2041.0
11/30/2019,0.5,-2.5,0.25,2.9,2.5,4.0,3.7,2543.3
12/01/2019,0.1,-3.6,0.00,2.7,2.1,3.8,3.5,1734.8
12/02/2019,-0.7,-10.8,1.78,2.2,1.7,3.5,3.2,6137.7
12/03/2019,0.7,-8.3,0.25,1.7,1.5,3.2,2.9,1878.3
12/04/2019,0.8,-1.4,0.00,1.9,1.6,3.0,2.9,979.4
12/05/2019,1.4,-2.3,0.00,1.9,1.7,3.0,2.8,3838.1
12/06/2019,-0.1,-4.7,0.00,1.9,1.6,2.9,2.8,1539.0
12/07/2019,1.9,-6.8,1.27,1.6,1.4,2.8,2.6,4816.0
12/08/2019,4.1,-0.4,2.03,1.8,1.5,2.7,2.6,1908.7
12/09/2019,3.4,-3.7,13.46,2.2,1.8,2.8,2.6,702.7
12/10/2019,-3.5,-9.6,0.00,2.1,1.3,2.8,2.5,2603.9
12/11/2019,-9.0,-13.0,0.00,1.3,0.9,2.5,2.2,3320.3
12/12/2019,1.7,-12.8,1.02,0.9,0.7,2.3,1.9,2823.3
12/13/2019,3.1,-0.3,0.25,0.7,0.6,2.0,1.8,1252.2
12/14/2019,1.1,-2.6,0.00,0.8,0.7,1.9,1.8,945.0
12/15/2019,-1.4,-9.3,0.00,0.8,0.7,1.8,1.7,3473.5
12/16/2019,-1.1,-8.7,0.00,0.8,0.7,1.8,1.7,2930.9
12/17/2019,-2.8,-8.0,0.00,0.8,0.6,1.8,1.6,2217.6
12/18/2019,-7.1,-11.8,0.00,0.7,0.4,1.7,1.6,3051.6
12/19/2019,-3.2,-11.6,0.00,0.5,0.3,1.6,1.4,1311.2
12/20/2019,0.9,-9.9,0.00,0.4,0.2,1.5,1.3,5063.9
12/21/2019,7.4,-4.1,0.00,0.3,0.2,1.4,1.3,6667.9
12/22/2019,9.1,1.2,0.00,0.3,0.2,1.4,1.3,6424.3
12/23/2019,5.8,-5.4,0.00,0.4,0.3,1.3,1.3,4374.0
12/24/2019,2.9,-6.4,0.00,0.4,0.3,1.4,1.3,3234.8
12/25/2019,6.9,0.7,0.00,0.5,0.4,1.4,1.3,3211.1
12/26/2019,13.4,1.3,0.00,0.9,0.4,1.5,1.3,5681.1
12/27/2019,2.4,-0.9,0.00,1.4,0.9,1.8,1.5,808.2
12/28/2019,3.8,-5.3,0.00,1.6,1.1,1.9,1.8,2603.7
12/29/2019,5.1,1.7,17.78,2.4,1.5,2.2,1.8,727.1
12/30/2019,3.8,-1.3,24.13,2.6,1.8,2.5,2.2,488.4
12/31/2019,-0.6,-3.5,0.00,1.8,1.3,2.4,2.1,2678.0
01/01/2020,2.7,-7.4,1.78,1.4,1.0,2.2,1.9,6314.8
01/02/2020,6.8,1.8,7.11,1.5,1.0,1.9,1.8,5125.8
01/03/2020,3.2,-1.7,0.00,1.7,1.5,2.1,1.9,1208.0
01/04/2020,-0.6,-2.5,0.00,1.6,1.1,2.1,1.9,1131.3
01/05/2020,0.1,-2.7,0.00,1.2,1.0,2.0,1.8,1108.3
01/06/2020,1.0,-3.8,0.76,1.1,0.9,1.8,1.7,6293.5
01/07/2020,2.5,-5.4,0.25,1.0,0.8,1.8,1.6,4300.8
01/08/2020,-5.2,-9.3,0.00,0.9,0.6,1.7,1.5,2471.0
01/09/2020,7.5,-9.5,0.76,0.7,0.4,1.5,1.3,1313.7
01/10/2020,7.6,-1.1,0.00,0.5,0.4,1.4,1.3,2370.4
01/11/2020,0.8,-10.1,1.78,0.5,0.4,1.3,1.2,1945.8
01/12/2020,-2.0,-14.0,0.51,0.6,0.5,1.3,1.2,7477.9
01/13/2020,-0.7,-7.2,0.00,0.5,0.4,1.3,1.2,1458.0
01/14/2020,1.5,-1.5,4.57,0.5,0.4,1.3,1.2,1904.2
01/15/2020,1.3,-1.6,0.00,0.5,0.4,1.3,1.2,2308.3
01/16/2020,-1.1,-7.6,0.00,0.5,0.5,1.3,1.2,2314.4
01/17/2020,-5.9,-8.5,0.00,0.6,0.5,1.3,1.2,4874.2
01/18/2020,-0.4,-6.7,0.51,0.5,0.4,1.3,1.2,2014.3
01/19/2020,-1.3,-10.1,0.00,0.5,0.4,1.2,1.1,7602.1
01/20/2020,-4.0,-8.0,0.00,0.5,0.4,1.2,1.1,3607.8
01/21/2020,-0.6,-9.5,0.25,0.6,0.5,1.2,1.1,6708.0
01/22/2020,3.3,-3.7,0.25,0.6,0.5,1.3,1.2,3082.6
01/23/2020,-0.1,-2.5,0.00,0.6,0.5,1.2,1.2,2689.2
01/24/2020,3.8,-1.2,4.06,0.6,0.5,1.3,1.2,2000.7
01/25/2020,4.5,-0.2,0.76,0.6,0.5,1.3,1.2,2487.2
01/26/2020,1.1,-0.8,1.02,0.6,0.5,1.3,1.2,2397.7
01/27/2020,0.0,-1.9,0.25,0.7,0.6,1.3,1.2,4148.7
01/28/2020,-0.6,-3.6,0.00,0.7,0.6,1.3,1.2,3375.4
01/29/2020,-1.5,-4.2,0.25,0.8,0.7,1.4,1.3,3662.1
01/30/2020,-0.9,-3.4,0.00,0.9,0.8,1.4,1.3,2275.8
01/31/2020,0.2,-2.2,0.00,0.9,0.8,1.5,1.4,3770.2
02/01/2020,1.5,-0.8,1.02,1.0,0.9,1.5,1.4,2318.9
