
	Warning... 
	   Date Selected:                 20190101:2400
	   First Entry In Datebase:       20190410:2400
	   ...Resetting Date Selected To: 20190410:2400
aetna
daily summary

date,atmp_max,atmp_min,dwpt_max,dwpt_min,pcpn,rpet,srad,stmp_10cm_max,stmp_10cm_min,stmp_50cm_max,stmp_50cm_min
08/22/2021,29.2,16.9,23.2,15.5,0.00,2.636,12401.6,29.9,22.4,21.2,21.0
08/23/2021,28.7,13.4,22.4,12.7,0.00,2.822,14015.8,29.4,20.0,21.3,20.7
08/24/2021,31.9,17.8,26.4,16.9,32.51,2.338,10600.6,29.2,20.8,21.2,20.7
08/25/2021,30.3,18.9,24.5,18.0,0.00,2.871,13453.7,29.3,21.1,21.3,20.8
08/26/2021,31.0,20.4,25.4,19.4,0.00,2.382,11166.4,29.8,22.0,21.6,21.2
08/27/2021,30.2,18.8,25.4,17.5,0.76,2.030,9375.8,28.6,22.1,21.7,21.4
08/28/2021,30.5,21.5,26.2,19.6,0.00,2.554,11521.3,30.1,22.9,22.0,21.6
08/29/2021,29.9,20.2,25.1,17.8,0.00,2.485,11248.4,28.4,23.3,22.2,21.9
08/30/2021,26.7,16.7,20.3,13.6,0.00,2.893,13775.6,28.5,20.4,22.2,21.6
08/31/2021,25.1,14.5,18.9,13.4,0.00,2.087,9698.0,25.9,19.7,21.7,21.0
09/01/2021,25.0,12.1,16.5,10.5,0.00,3.038,14488.3,28.0,18.3,21.1,20.5
09/02/2021,25.0,9.6,15.2,8.4,0.00,2.786,14223.6,27.5,17.3,20.6,19.9
09/03/2021,23.1,13.1,16.6,10.3,0.51,1.757,7157.2,22.8,18.1,20.1,19.6
09/04/2021,21.3,15.8,17.9,13.7,1.78,0.936,3171.8,20.9,18.8,19.7,19.4
09/05/2021,24.3,14.1,18.7,11.7,4.83,2.570,12623.8,25.2,17.0,19.5,19.1
09/06/2021,22.1,11.3,15.6,10.1,0.00,2.491,13687.3,24.7,16.1,19.3,18.8
09/07/2021,25.7,10.6,21.5,9.3,6.60,1.145,4874.3,20.6,15.6,19.0,18.4
09/08/2021,22.4,12.6,16.4,11.0,0.00,2.001,10473.4,21.9,15.6,18.5,18.2
09/09/2021,22.6,10.2,15.1,8.8,0.00,2.227,11976.0,23.5,14.8,18.3,17.8
09/10/2021,24.5,10.5,18.3,9.4,0.00,2.141,10822.0,22.6,14.9,18.0,17.5
09/11/2021,25.5,14.1,21.0,11.8,0.00,2.155,10659.0,23.4,15.8,17.9,17.6
09/12/2021,22.7,14.8,20.4,14.2,33.02,0.659,2597.9,21.0,18.3,18.3,17.9
09/13/2021,19.6,13.6,17.2,13.1,7.62,0.769,3828.2,20.4,17.2,18.3,17.9
09/14/2021,25.3,15.3,21.9,14.1,0.00,1.472,6547.5,22.3,17.8,18.2,18.0
09/15/2021,23.6,12.9,16.5,9.2,0.00,2.110,10762.7,22.8,16.4,18.3,18.0
09/16/2021,24.9,9.9,17.4,7.9,0.00,2.499,12489.9,23.7,14.6,18.1,17.5
09/17/2021,27.1,13.4,21.1,10.8,0.00,2.523,11614.1,24.1,15.8,17.8,17.4
09/18/2021,24.9,11.4,15.6,8.5,0.00,2.482,12680.3,23.9,16.1,17.9,17.7
09/19/2021,27.5,10.6,20.5,8.8,0.00,2.555,11996.1,24.4,15.3,17.9,17.4
09/20/2021,25.2,15.7,22.1,14.3,0.51,1.341,4889.5,21.4,17.6,18.0,17.7
09/21/2021,21.8,12.4,19.8,10.7,7.62,0.926,3446.7,20.1,17.4,18.2,18.0
09/22/2021,16.8,10.7,10.9,7.5,0.00,1.626,6741.0,18.2,15.0,18.2,17.4
09/23/2021,11.4,8.6,9.3,5.5,10.67,0.681,1530.6,15.0,12.9,17.5,16.3
09/24/2021,21.8,8.3,14.5,6.1,0.00,2.232,11002.7,20.1,12.3,16.4,15.7
09/25/2021,18.3,8.8,12.8,6.8,7.62,1.924,10605.0,20.1,13.9,16.1,15.8
09/26/2021,21.5,8.4,15.4,6.3,0.00,1.699,7101.9,18.0,13.0,16.0,15.6
09/27/2021,26.9,12.5,19.8,10.1,0.00,2.465,10506.3,23.9,14.9,16.2,15.8
09/28/2021,22.0,6.7,13.5,6.0,0.00,1.941,11137.8,22.6,13.4,16.4,16.0
09/29/2021,24.2,8.4,15.1,7.3,0.00,1.914,10680.1,22.6,13.1,16.2,15.7
09/30/2021,25.3,9.5,15.4,8.1,0.00,1.892,10339.2,22.3,13.5,16.0,15.7
10/01/2021,26.2,9.5,16.6,8.3,0.00,2.093,10508.8,22.8,13.4,16.0,15.7
10/02/2021,26.2,13.8,20.6,12.2,0.00,1.381,6378.0,21.3,15.1,16.2,15.8
10/03/2021,21.7,17.0,21.2,16.4,6.10,0.573,2619.4,20.4,17.8,16.8,16.2
10/04/2021,19.8,16.4,18.2,14.3,3.30,0.612,2396.3,19.2,17.4,16.9,16.7
10/05/2021,22.4,13.9,17.4,11.2,0.00,1.320,6101.3,21.7,16.6,17.1,16.8
10/06/2021,20.5,11.2,16.4,10.0,0.00,1.012,5252.7,20.6,14.9,17.1,16.6
10/07/2021,19.1,14.7,17.4,13.7,0.25,0.477,1697.1,18.6,16.4,16.8,16.6
10/08/2021,22.2,15.2,20.2,14.6,15.49,0.680,3143.0,20.6,17.1,17.0,16.7
10/09/2021,22.1,15.6,18.5,15.2,0.25,0.818,4049.1,20.7,17.1,17.2,17.0
10/10/2021,23.4,15.9,20.4,15.0,0.76,0.822,3080.0,20.2,16.5,17.2,17.0
10/11/2021,24.4,16.5,21.1,15.7,5.08,0.910,2956.6,20.4,16.9,17.4,17.1
10/12/2021,19.0,15.6,18.1,15.0,16.26,0.521,2212.2,19.4,17.4,17.5,17.3
10/13/2021,21.4,15.6,17.7,13.7,0.25,1.145,5081.3,21.3,17.2,17.5,17.3
10/14/2021,20.0,10.3,19.2,9.1,0.25,,-7999.0,19.5,15.4,17.5,17.4
10/15/2021,,,,,0.00,,-7999.0,18.1,13.2,17.5,16.6
10/16/2021,,,,,0.00,,-7999.0,14.2,11.6,16.6,15.6
10/17/2021,,,,,0.00,,9154.4,16.9,10.1,15.6,14.7
10/18/2021,20.8,5.0,12.1,3.7,0.00,1.595,8830.7,17.5,9.4,14.7,14.0
10/19/2021,22.3,5.1,15.5,4.1,0.00,1.583,8245.7,17.6,9.9,14.1,13.7
10/20/2021,21.7,9.9,15.7,8.9,6.60,1.146,6349.9,17.9,11.8,14.1,13.8
10/21/2021,15.3,4.2,14.2,2.4,4.83,0.477,1665.5,15.5,11.2,14.4,14.1
10/22/2021,,,,,0.76,,-7999.0,13.8,9.9,14.4,13.5
10/23/2021,,,,,0.25,,-7999.0,13.4,9.3,13.6,13.1
10/24/2021,,,,,0.00,,-7999.0,11.7,7.4,13.1,12.2
10/25/2021,10.5,4.4,5.8,2.9,2.03,0.839,2496.8,11.0,8.5,12.3,11.9
10/26/2021,12.2,0.9,5.1,-0.1,0.00,1.123,8372.7,12.9,6.5,12.0,11.3
10/27/2021,9.4,0.6,8.1,-0.2,0.00,0.449,2138.0,10.1,6.2,11.4,10.8
10/28/2021,15.7,8.7,9.9,7.3,1.27,1.102,5133.7,13.7,9.6,11.4,10.9
10/29/2021,11.9,8.8,10.9,7.7,6.10,0.289,647.8,11.7,10.4,11.6,11.4
10/30/2021,14.8,4.4,9.7,3.5,0.00,0.853,5360.1,14.2,9.9,11.8,11.6
10/31/2021,12.7,3.5,10.2,-2.3,0.00,0.642,2464.9,10.7,8.1,11.9,11.3
11/01/2021,7.6,-0.1,1.2,-3.3,0.00,0.776,4047.7,8.9,5.7,11.4,10.5
11/02/2021,7.2,-0.8,0.5,-3.8,0.00,0.684,4159.2,8.3,5.4,10.6,9.9
11/03/2021,7.5,-3.8,2.2,-4.6,0.25,0.618,4883.0,7.8,3.7,10.0,9.2
11/04/2021,8.6,-0.3,1.3,-2.9,0.00,0.636,4237.5,9.0,5.0,9.2,8.9
11/05/2021,12.3,-1.4,5.6,-2.7,0.00,0.931,5243.8,8.5,4.0,9.0,8.6
11/06/2021,14.1,1.8,7.1,-0.6,0.00,1.228,6190.0,10.3,4.7,8.7,8.5
11/07/2021,17.6,4.6,12.2,2.9,0.00,1.018,5434.2,11.3,5.7,9.0,8.6
11/08/2021,17.6,5.7,10.9,4.5,0.00,1.101,6452.0,12.2,6.5,9.3,8.9
11/09/2021,14.5,0.6,6.8,-1.4,0.00,0.778,3416.3,10.6,6.2,9.4,9.2
11/10/2021,12.5,-0.8,5.4,-2.1,0.00,1.268,4696.3,9.4,4.1,9.4,8.8
11/11/2021,13.3,3.2,10.6,0.3,10.16,0.669,1000.3,9.5,6.8,9.1,8.8
11/12/2021,5.0,-0.1,3.3,-0.7,5.33,0.316,1310.0,7.1,4.1,9.2,8.7
11/13/2021,4.8,-2.0,3.3,-2.5,13.46,0.353,2682.2,6.6,4.0,8.8,8.0
11/14/2021,1.2,-0.4,0.4,-1.3,1.78,0.145,639.2,5.0,3.0,8.1,7.4
11/15/2021,2.6,-1.5,-0.7,-3.7,3.30,0.295,1581.9,5.0,3.0,7.5,7.0
11/16/2021,5.6,-3.8,1.9,-5.0,3.81,0.684,4413.8,6.0,2.0,7.1,6.6
11/17/2021,12.6,4.6,11.9,-0.3,0.76,0.362,577.1,7.8,4.2,7.2,6.6
11/18/2021,4.7,-1.8,-0.1,-4.8,0.00,0.466,444.9,5.7,3.1,7.3,6.9
11/19/2021,5.8,-1.4,-0.6,-4.3,1.27,0.652,3770.6,6.3,3.0,6.9,6.5
11/20/2021,8.1,0.1,3.4,-3.0,0.00,0.629,2498.3,5.9,3.0,6.6,6.3
11/21/2021,9.2,-1.8,6.3,-8.4,0.76,0.667,2231.5,6.1,2.5,6.6,6.2
11/22/2021,1.1,-5.4,-5.2,-9.5,0.00,0.726,5140.9,4.4,1.6,6.5,5.8
11/23/2021,5.2,-7.9,-1.7,-10.1,0.00,0.853,5686.2,1.8,0.9,5.8,5.1
11/24/2021,9.9,0.9,5.1,-5.6,0.00,1.239,3531.5,4.7,1.1,5.1,4.8
11/25/2021,7.2,-4.5,5.0,-6.3,0.76,0.292,858.0,4.9,2.4,5.5,4.9
11/26/2021,-1.3,-6.0,-5.5,-8.2,0.00,0.356,1733.6,2.8,1.3,5.5,5.0
11/27/2021,-2.6,-5.7,-3.7,-7.3,0.00,0.189,579.7,1.4,1.0,5.1,4.5
11/28/2021,1.2,-2.9,-1.1,-4.7,3.05,0.369,2330.9,1.9,1.2,4.6,4.4
11/29/2021,2.3,-4.4,-0.9,-6.3,0.00,0.357,2555.9,2.3,1.1,4.5,4.3
11/30/2021,2.3,-1.8,0.6,-4.3,5.08,0.267,1618.3,2.0,1.4,4.4,4.3
12/01/2021,7.4,-3.4,5.8,-5.5,0.00,0.298,865.8,3.1,1.1,4.4,4.1
12/02/2021,9.1,0.3,5.6,-1.7,0.00,0.749,1876.8,4.8,3.1,4.8,4.2
12/03/2021,2.1,-0.7,0.9,-1.9,0.51,0.190,1006.4,4.1,2.5,4.9,4.7
12/04/2021,3.2,-1.4,1.0,-7.0,0.00,0.561,3413.9,3.6,1.5,4.9,4.6
12/05/2021,0.1,-2.9,-0.4,-7.1,0.00,0.165,152.0,1.7,1.4,4.7,4.2
12/06/2021,0.7,-9.2,0.2,-11.1,0.00,0.179,849.7,2.2,1.7,4.3,4.1
12/07/2021,-6.0,-10.6,-8.6,-12.9,0.00,0.269,2892.2,2.3,2.1,4.2,4.1
12/08/2021,-0.4,-7.6,-4.4,-10.3,2.03,0.359,3050.7,2.3,1.9,4.2,4.1
12/09/2021,0.6,-6.1,-2.0,-8.3,0.00,0.350,797.2,2.0,1.8,4.2,4.0
12/10/2021,2.9,-2.3,1.7,-4.1,23.88,0.402,2509.0,2.4,1.7,4.1,3.1
12/11/2021,10.6,-1.1,10.4,-3.6,14.99,0.221,631.5,3.4,1.2,3.8,2.9
12/12/2021,7.7,-1.8,1.5,-3.9,0.25,1.031,5011.1,2.3,0.8,3.8,3.5
12/13/2021,9.4,-1.4,2.1,-3.1,0.00,0.910,4924.5,4.9,1.1,3.7,3.4
12/14/2021,6.9,-2.3,2.9,-3.6,0.00,0.619,3055.0,3.2,0.9,3.7,3.5
12/15/2021,16.6,4.6,14.0,2.7,9.65,0.418,130.7,9.0,3.0,4.5,3.6
12/16/2021,16.4,-0.6,13.4,-4.8,0.00,0.972,948.5,9.7,2.7,5.7,4.4
12/17/2021,1.7,-4.0,-4.7,-6.8,0.00,0.612,4545.1,3.4,1.4,5.7,4.6
12/18/2021,0.8,-2.8,-2.6,-6.5,0.00,0.379,1295.0,2.4,1.2,4.7,4.0
12/19/2021,-0.0,-3.1,-2.5,-6.9,0.00,0.389,1409.0,2.0,1.0,4.2,3.8
12/20/2021,2.6,-2.8,-0.8,-6.1,0.00,0.506,1360.9,2.6,1.0,3.8,3.6
12/21/2021,2.2,-6.7,-0.6,-9.6,0.00,0.456,2223.1,1.1,0.6,3.8,3.4
12/22/2021,-5.2,-8.9,-8.6,-11.1,0.00,0.280,1377.0,0.8,0.5,3.5,3.2
12/23/2021,-1.0,-7.6,-2.9,-9.6,0.00,0.221,435.7,0.6,0.4,3.2,2.9
12/24/2021,7.5,-2.3,7.1,-3.8,3.30,0.142,462.2,1.3,0.4,3.0,2.8
12/25/2021,7.9,-2.0,7.5,-4.1,1.02,0.393,2477.7,4.3,1.3,3.3,2.8
12/26/2021,3.3,-6.8,-2.7,-8.1,0.00,0.605,4836.5,1.9,0.7,3.4,3.1
12/27/2021,1.5,-2.6,1.0,-6.0,3.05,0.266,697.5,0.9,0.7,3.1,2.8
12/28/2021,-0.6,-5.4,-3.6,-8.0,0.00,0.202,354.5,0.9,0.6,2.9,2.8
12/29/2021,0.1,-4.8,-0.4,-6.6,0.00,0.161,953.8,1.0,0.7,2.9,2.7
12/30/2021,-0.6,-8.0,-2.3,-9.1,0.25,0.265,1670.7,1.1,0.8,2.8,2.7
12/31/2021,1.6,-1.3,-0.2,-2.4,2.79,0.228,1255.8,1.2,1.0,2.8,2.7
01/01/2022,-0.1,-8.4,-0.8,-11.2,0.00,0.293,746.2,1.2,0.7,2.9,2.7
01/02/2022,-4.1,-9.6,-8.1,-12.0,0.00,0.337,3101.2,0.9,0.7,2.8,2.6
01/03/2022,-1.4,-11.9,-5.5,-13.2,0.00,0.479,4943.4,0.7,0.5,2.7,2.5
01/04/2022,-0.5,-7.6,-4.1,-8.8,0.00,0.486,3012.1,0.6,0.4,2.6,2.4
01/05/2022,0.9,-7.4,-1.3,-8.6,0.00,0.257,1942.5,0.7,0.5,2.5,2.3
01/06/2022,-4.5,-14.3,-5.7,-15.8,0.25,0.288,3892.8,0.9,0.6,2.5,2.3
01/07/2022,-4.3,-18.0,-9.8,-19.5,0.00,0.356,5114.7,1.0,0.8,2.5,2.3
01/08/2022,-1.0,-11.6,-1.6,-14.8,0.00,0.465,3382.7,1.0,0.9,2.5,2.3
01/09/2022,0.2,-12.0,-0.4,-15.5,0.00,0.261,2385.3,1.0,0.9,2.5,2.3
01/10/2022,-11.4,-14.1,-14.7,-16.7,0.00,0.223,2015.6,1.0,0.6,2.5,2.3
01/11/2022,2.1,-13.8,-0.9,-15.9,0.00,0.413,3512.7,0.7,0.6,2.4,2.2
01/12/2022,2.8,-2.4,-0.6,-4.2,1.02,0.419,2578.3,0.8,0.6,2.3,2.2
01/13/2022,3.3,-2.7,-1.3,-4.2,0.00,0.444,3718.9,1.0,0.7,2.3,2.2
01/14/2022,-1.5,-13.7,-3.7,-17.1,0.00,0.413,2214.1,0.9,0.6,2.3,2.2
01/15/2022,-6.9,-15.9,-12.5,-18.1,0.00,0.355,5472.1,0.6,0.4,2.3,2.1
01/16/2022,-5.3,-18.2,-9.6,-20.1,0.00,0.294,4421.1,0.4,0.2,2.2,2.0
01/17/2022,-2.3,-7.8,-4.0,-11.8,0.00,0.227,645.8,0.3,0.2,2.1,1.9
01/18/2022,3.6,-3.5,1.3,-6.1,0.00,0.444,1599.5,0.4,0.2,2.0,1.9
01/19/2022,3.6,-9.8,1.3,-11.8,0.00,0.396,1608.7,0.4,0.2,2.0,1.8
01/20/2022,-8.6,-11.0,-11.8,-15.3,0.00,0.285,2312.7,0.3,0.2,2.0,1.8
01/21/2022,-6.5,-12.9,-11.1,-16.1,0.00,0.421,4237.6,0.3,0.1,1.9,1.7
01/22/2022,-3.8,-8.3,-5.5,-12.2,0.00,0.361,963.2,0.2,0.1,1.9,1.7
01/23/2022,-6.6,-12.0,-10.0,-14.7,0.00,0.360,4397.3,0.2,0.1,1.9,1.7
01/24/2022,-5.9,-9.8,-7.8,-12.0,0.00,0.262,2827.6,0.2,0.1,1.8,1.7
01/25/2022,-8.7,-16.0,-10.2,-17.5,0.00,0.252,3273.2,0.2,0.1,1.8,1.6
01/26/2022,-9.2,-16.3,-11.4,-17.9,0.00,0.276,3341.1,0.2,0.1,1.8,1.6
01/27/2022,-2.2,-12.9,-4.0,-15.6,0.00,0.390,1117.3,0.2,0.1,1.8,1.6
01/28/2022,-6.2,-12.8,-12.3,-15.9,0.00,0.383,4120.5,0.2,0.1,1.8,1.6
01/29/2022,-6.1,-15.4,-9.4,-17.3,0.76,0.424,4643.0,0.2,0.1,1.8,1.6
01/30/2022,-3.9,-9.6,-6.6,-12.0,0.00,0.271,2211.7,0.2,0.1,1.7,1.5
01/31/2022,-1.8,-9.7,-5.6,-11.8,0.00,0.447,3146.0,0.3,0.1,1.7,1.5
02/01/2022,5.3,-4.2,1.5,-8.0,0.76,0.757,4008.5,0.2,0.2,1.7,1.5
02/02/2022,0.4,-8.1,-3.4,-12.1,0.00,0.502,1556.1,0.3,0.1,1.7,1.5
02/03/2022,-6.9,-14.8,-11.4,-18.5,0.00,0.503,3309.5,0.3,0.1,1.7,1.5
02/04/2022,-6.6,-19.3,-11.0,-21.3,0.00,0.387,5444.0,0.2,0.0,1.7,1.5
02/05/2022,-5.8,-13.8,-8.2,-15.3,0.00,0.400,3823.5,0.1,-0.0,1.6,1.4
02/06/2022,0.8,-9.9,-2.5,-13.2,0.00,0.546,4547.5,0.1,-0.0,1.6,1.4
02/07/2022,-0.6,-6.7,-2.3,-7.9,0.00,0.242,1781.5,0.1,0.0,1.6,1.4
02/08/2022,-0.2,-7.1,-5.5,-8.4,0.00,0.640,6215.3,0.1,0.0,1.6,1.4
02/09/2022,2.0,-4.9,0.2,-6.5,1.02,0.291,1444.8,0.2,0.0,1.5,1.4
02/10/2022,-1.4,-4.4,-2.3,-7.1,0.00,0.316,1392.1,0.2,0.1,1.5,1.4
02/11/2022,4.4,-7.4,2.1,-9.9,7.11,0.445,2583.8,0.2,0.1,1.5,1.4
02/12/2022,-7.3,-11.2,-9.6,-14.4,0.00,0.411,4462.6,0.2,0.1,1.5,1.3
02/13/2022,-6.2,-13.7,-12.6,-19.1,0.00,0.401,5955.4,0.2,0.1,1.5,1.3
02/14/2022,-6.3,-14.2,-8.9,-19.1,0.25,0.320,3695.2,0.2,0.1,1.5,1.3
02/15/2022,-3.4,-9.3,-7.4,-10.6,0.00,0.553,4655.8,0.2,0.1,1.5,1.3
02/16/2022,7.0,-3.9,4.7,-7.8,14.99,0.712,598.2,0.2,0.1,1.5,1.1
02/17/2022,3.7,-9.0,3.2,-12.5,3.56,0.462,2233.3,0.2,0.1,1.3,1.0
02/18/2022,-1.2,-10.6,-3.2,-14.2,0.00,0.675,6010.3,0.2,0.1,1.4,1.2
02/19/2022,-5.0,-13.1,-8.1,-15.6,0.00,0.495,6787.9,0.2,0.1,1.4,1.2
02/20/2022,5.5,-9.7,0.6,-12.6,1.02,1.013,9029.1,0.2,0.0,1.4,1.1
02/21/2022,1.1,-2.8,-0.6,-4.3,0.00,0.508,4053.0,0.2,0.1,1.3,1.1
02/22/2022,1.1,-6.1,0.6,-7.7,9.91,0.174,682.4,0.2,0.0,1.3,0.9
02/23/2022,-6.1,-10.1,-7.5,-12.8,0.00,0.411,5086.0,0.2,0.1,1.3,1.0
02/24/2022,-3.2,-12.5,-7.4,-15.3,0.00,0.697,8434.9,0.2,0.0,1.3,1.1
02/25/2022,-1.7,-10.5,-7.8,-12.8,0.51,0.623,8518.9,0.2,0.0,1.3,1.1
02/26/2022,-1.1,-8.7,-5.4,-11.1,0.00,0.796,9488.1,0.2,0.0,1.3,1.1
02/27/2022,0.6,-5.4,-4.3,-7.9,0.25,0.944,9189.2,0.2,0.0,1.3,1.1
02/28/2022,2.3,-5.2,-2.1,-8.2,0.00,0.740,5944.4,0.2,0.0,1.3,1.1
03/01/2022,4.8,-5.3,0.3,-7.4,0.00,0.878,7916.7,0.2,0.0,1.3,1.0
03/02/2022,3.3,-7.2,-0.5,-9.8,0.00,0.590,3973.0,0.2,0.0,1.2,1.1
03/03/2022,-0.5,-9.2,-7.9,-12.2,0.00,0.880,9519.8,0.1,-0.0,1.2,1.0
03/04/2022,3.9,-11.0,-5.1,-12.6,0.00,1.022,9212.7,0.1,-0.1,1.2,0.9
03/05/2022,15.5,-0.2,10.9,-8.5,2.03,1.632,6628.3,0.1,-0.0,1.2,1.0
03/06/2022,13.6,-0.4,11.6,-2.7,0.76,0.533,1337.0,2.4,0.1,1.4,1.0
03/07/2022,0.1,-2.8,-1.1,-4.8,4.06,0.420,4559.1,1.1,0.5,1.4,1.2
03/08/2022,1.6,-8.2,-3.4,-9.8,1.52,0.885,9886.2,1.0,0.3,1.3,1.1
03/09/2022,1.0,-6.7,-2.2,-8.4,0.00,0.761,8093.6,2.5,0.2,1.3,1.1
03/10/2022,-1.9,-8.1,-7.7,-12.5,0.00,0.865,9367.6,3.0,0.1,1.3,1.1
03/11/2022,0.6,-9.7,-5.6,-15.8,0.00,0.840,8124.5,1.9,0.2,1.3,1.1
03/12/2022,-9.6,-14.5,-12.3,-16.9,0.00,0.456,7848.5,0.5,0.2,1.3,1.1
03/13/2022,3.4,-13.9,-1.9,-16.0,2.03,0.861,8888.1,0.3,0.1,1.2,1.1
03/14/2022,9.1,-2.6,3.7,-4.1,0.00,1.006,7098.2,4.1,0.1,1.2,1.0
03/15/2022,9.7,0.3,4.3,-1.8,0.00,1.337,10845.0,10.3,0.7,1.7,1.1
03/16/2022,16.9,-2.7,10.7,-3.9,0.00,1.573,9161.1,9.6,1.1,2.3,1.7
03/17/2022,20.6,4.2,10.0,2.5,0.00,1.821,8692.1,12.5,3.4,3.3,2.3
03/18/2022,7.8,3.5,4.1,0.7,4.83,0.708,2349.8,7.9,4.9,3.7,3.2
03/19/2022,4.4,1.4,3.7,0.4,0.51,0.286,1136.7,5.3,3.7,3.7,3.4
03/20/2022,14.3,-1.0,2.5,-4.6,0.00,1.983,12816.1,12.1,1.5,3.7,3.1
03/21/2022,15.8,-0.2,4.7,-3.3,0.00,1.602,6677.8,9.3,2.5,3.9,3.5
03/22/2022,6.4,2.0,1.8,-3.2,0.00,1.105,2999.2,5.6,3.4,4.0,3.7
03/23/2022,5.7,2.6,4.9,0.3,9.40,0.349,1166.4,5.5,3.5,3.8,3.5
03/24/2022,6.0,-0.1,5.6,-0.6,7.11,0.292,2173.2,5.7,3.0,3.9,3.6
03/25/2022,8.6,-0.1,5.3,-0.6,6.35,0.800,7148.4,8.6,2.5,4.0,3.5
03/26/2022,0.6,-5.4,-0.4,-8.4,0.00,0.504,4295.2,4.9,1.7,4.1,3.5
03/27/2022,-4.5,-7.9,-7.4,-12.9,0.00,0.857,11271.4,4.1,1.0,3.6,2.9
03/28/2022,-1.3,-10.9,-8.5,-13.1,0.00,0.972,11545.8,4.9,0.5,3.0,2.5
03/29/2022,4.2,-9.4,-5.0,-13.2,0.00,1.574,10679.8,4.1,0.5,2.6,2.3
03/30/2022,12.7,-0.4,12.3,-5.8,31.75,0.453,2113.9,5.8,1.1,2.6,2.3
03/31/2022,12.6,-1.5,12.3,-2.8,28.19,0.288,2268.6,6.6,2.6,3.5,2.5
04/01/2022,0.9,-3.7,-2.7,-5.6,0.51,0.517,4130.7,4.0,1.3,3.5,2.9
04/02/2022,4.5,-3.7,0.8,-5.5,5.59,0.605,4584.1,3.1,0.8,3.0,2.6
04/03/2022,7.7,-0.1,4.1,-0.7,0.76,0.811,5851.5,6.9,1.6,3.1,2.6
04/04/2022,3.0,0.1,2.4,-0.6,10.41,0.251,1285.4,4.6,2.4,3.4,3.1
04/05/2022,8.9,1.0,5.7,0.6,0.00,0.677,4874.2,7.0,3.0,3.7,3.3
04/06/2022,11.9,4.0,8.4,2.7,19.05,0.916,5119.2,9.9,4.0,4.3,3.6
04/07/2022,7.0,2.7,2.9,0.4,0.00,0.865,4844.6,7.2,4.6,4.7,4.3
04/08/2022,5.9,-1.7,3.9,-3.8,2.79,0.600,4499.0,7.3,4.0,4.8,4.6
04/09/2022,4.0,-2.0,0.2,-3.9,0.00,0.704,5854.7,6.3,2.4,4.8,4.3
04/10/2022,14.0,-3.8,3.8,-4.8,0.00,2.592,14434.5,11.8,1.4,4.6,3.9
04/11/2022,15.1,5.2,7.6,-0.2,0.00,2.338,10240.4,11.7,5.2,5.6,4.6
04/12/2022,18.4,0.8,7.7,-0.9,0.00,3.028,12022.8,13.0,3.9,6.2,5.5
04/13/2022,18.6,10.4,16.1,7.4,12.95,0.700,1768.9,12.8,9.2,7.3,6.1
04/14/2022,,,,,,,,,,,
04/15/2022,,,,,,,,,,,
04/16/2022,,,,,,,,,,,
04/17/2022,,,,,,,,,,,
04/18/2022,,,,,,,,,,,
04/19/2022,,,,,,,,,,,
04/20/2022,,,,,,,,,,,
04/21/2022,,,,,,,,,,,
04/22/2022,,,,,,,,,,,
04/23/2022,25.7,7.0,18.2,6.1,0.00,3.172,14064.1,17.0,7.4,7.8,6.6
04/24/2022,21.8,10.9,17.6,7.3,7.62,1.897,3332.0,15.0,12.7,9.3,7.8
04/25/2022,12.9,4.5,7.3,0.5,0.00,1.533,8229.4,13.6,9.4,9.5,9.1
04/26/2022,4.6,-1.0,2.6,-3.4,0.51,0.730,4904.0,10.1,6.4,9.3,8.5
04/27/2022,8.3,-3.2,-1.0,-7.0,0.00,1.809,15219.4,14.1,4.0,8.6,7.5
04/28/2022,13.1,-2.7,-0.9,-7.0,0.00,2.753,16126.9,14.6,3.8,7.9,7.3
04/29/2022,16.6,5.2,2.7,-8.9,0.00,3.542,13432.8,15.1,7.1,8.2,7.7
04/30/2022,13.4,6.7,6.1,-3.4,12.45,2.300,3503.7,9.9,7.5,8.4,8.0
05/01/2022,15.2,6.8,10.5,4.7,10.41,1.076,5579.4,11.5,7.7,8.3,7.9
05/02/2022,10.3,6.7,6.5,4.6,0.00,0.866,4161.3,10.7,8.2,8.4,8.2
05/03/2022,9.4,5.5,8.3,3.8,12.45,0.455,1658.8,9.7,7.9,8.5,8.2
05/04/2022,18.6,2.7,8.8,1.8,0.00,2.649,16512.4,17.7,6.8,8.9,8.0
05/05/2022,16.6,3.9,8.2,2.1,0.00,1.994,10824.4,15.5,8.4,9.4,8.8
05/06/2022,16.9,8.5,6.8,-0.4,0.00,2.570,7244.4,12.9,9.6,9.6,9.3
05/07/2022,19.4,6.8,2.6,-6.1,0.00,4.356,18365.7,19.0,7.3,9.8,9.1
05/08/2022,19.5,2.9,7.1,-6.7,0.25,3.714,14071.8,16.3,7.8,10.0,9.5
05/09/2022,24.8,8.0,11.8,1.5,0.00,5.194,17703.5,19.0,9.3,10.7,10.0
05/10/2022,28.5,16.6,21.6,8.7,0.00,3.832,13495.4,22.6,13.2,12.0,10.7
05/11/2022,26.7,17.8,22.9,15.8,61.21,1.259,3907.3,20.1,16.7,14.8,11.9
05/12/2022,30.3,17.3,19.0,9.4,0.00,4.392,15982.5,23.9,15.3,13.9,13.3
05/13/2022,29.8,15.7,18.2,8.6,0.00,4.623,17391.9,24.9,15.4,14.6,13.9
